Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.01    0.00       2/6           genRandomMatrix(unsigned long, unsigned long) [10]
                0.00    0.00       2/5004        std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> >&&) [27]
                0.00    0.00       2/7           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::vector() [173]
                0.00    0.00       2/20004       std::vector<double, std::allocator<double> >::vector() [95]
                0.00    0.00       2/6           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::operator=(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&&) [178]
                0.00    0.00       2/337         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~vector() [123]
                0.00    0.00       2/276         std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [136]
                0.00    0.00       2/92429       std::__new_allocator<double>::~__new_allocator() [54]
                0.00    0.00       2/56192       std::vector<double, std::allocator<double> >::~vector() [65]
-----------------------------------------------
                0.00    0.00   10000/4797200     bool __gnu_cxx::operator==<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [42]
                0.00    0.00 4787200/4797200     bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [24]
[19]     0.2    0.01    0.00 4797200         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [19]
-----------------------------------------------
                0.00    0.00   50000/2873000     main [1]
                0.00    0.00  128000/2873000     FeedForward::forward(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&) [7]
                0.00    0.00  200000/2873000     layer_norm(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, float) [28]
                0.00    0.00  500000/2873000     MultiHeadAttention::forward(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&) [3]
                0.00    0.00  990000/2873000     bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) const [16]
                0.00    0.00 1005000/2873000     softmax_rows(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&) [8]
[20]     0.2    0.01    0.00 2873000         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [20]
-----------------------------------------------
                0.00    0.00   20600/41200       std::vector<double, std::allocator<double> >::begin() [15]
                0.00    0.00   20600/41200       std::vector<double, std::allocator<double> >::end() [26]
[21]     0.2    0.01    0.00   41200         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [21]
-----------------------------------------------
                0.01    0.00   15000/15000       MultiHeadAttention::forward(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&) [3]
[22]     0.2    0.01    0.00   15000         std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [22]
                0.00    0.00   15000/15000       std::vector<double, std::allocator<double> > const* std::__addressof<std::vector<double, std::allocator<double> > const>(std::vector<double, std::allocator<double> > const&) [99]
                0.00    0.00   15000/379454      std::vector<double, std::allocator<double> >::size() const [50]
                0.00    0.00   15000/15000       std::vector<double, std::allocator<double> >::capacity() const [97]
                0.00    0.00   15000/45681       std::vector<double, std::allocator<double> >::end() const [72]
                0.00    0.00   15000/45681       std::vector<double, std::allocator<double> >::begin() const [73]
                0.00    0.00   15000/15000       double* std::vector<double, std::allocator<double> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(unsigned long, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [98]
                0.00    0.00   15000/127157      std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [52]
                0.00    0.00   15000/71192       void std::_Destroy<double*>(double*, double*) [61]
                0.00    0.00   15000/71192       std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [60]
-----------------------------------------------
                0.00    0.00     100/10331       read_data(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long, unsigned long) [33]
                0.00    0.00     100/10331       std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::push_back(std::vector<double, std::allocator<double> >&&) [35]
                0.00    0.00     127/10331       void std::__relocate_object_a<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [36]
                0.00    0.00    5000/10331       MultiHeadAttention::forward(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&) [3]
                0.00    0.00    5004/10331       std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> >&&) [27]
[23]     0.2    0.01    0.00   10331         std::remove_reference<std::vector<double, std::allocator<double> >&>::type&& std::move<std::vector<double, std::allocator<double> >&>(std::vector<double, std::allocator<double> >&) [23]
-----------------------------------------------
                0.00    0.00   50100/2393600     main [1]
                0.00    0.00  128100/2393600     FeedForward::forward(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&) [7]
                0.00    0.00  200400/2393600     layer_norm(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, float) [28]
                0.00    0.00  500000/2393600     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__max_element<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter) [14]
                0.00    0.00  505000/2393600     MultiHeadAttention::forward(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&) [3]
                0.00    0.00 1010000/2393600     softmax_rows(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&) [8]
[24]     0.2    0.00    0.00 2393600         bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [24]
                0.00    0.00 4787200/4797200     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [19]
-----------------------------------------------
                0.00    0.00      50/50          MultiHeadAttention::forward(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&) [3]
[25]     0.1    0.00    0.00      50         matrixTranspose(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&) [25]
                0.00    0.00      50/172         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::vector(unsigned long, std::vector<double, std::allocator<double> > const&, std::allocator<std::vector<double, std::allocator<double> > > const&) [17]
                0.00    0.00  155050/717675872     std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::operator[](unsigned long) [5]
                0.00    0.00  100000/718136000     std::vector<double, std::allocator<double> >::operator[](unsigned long) [6]
                0.00    0.00   55050/379454      std::vector<double, std::allocator<double> >::size() const [50]
                0.00    0.00    5100/5449        std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::size() const [104]
                0.00    0.00      50/276         std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [136]
                0.00    0.00      50/56192       std::vector<double, std::allocator<double> >::~vector() [65]
                0.00    0.00      50/92429       std::__new_allocator<double>::~__new_allocator() [54]
                0.00    0.00      50/989         std::__new_allocator<std::vector<double, std::allocator<double> > >::~__new_allocator() [111]
-----------------------------------------------
                0.00    0.00     100/20600       main [1]
                0.00    0.00     100/20600       FeedForward::forward(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&) [7]
                0.00    0.00     400/20600       layer_norm(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, float) [28]
                0.00    0.00    5000/20600       MultiHeadAttention::forward(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&) [3]
                0.00    0.00   15000/20600       softmax_rows(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&) [8]
[26]     0.1    0.00    0.00   20600         std::vector<double, std::allocator<double> >::end() [26]
                0.00    0.00   20600/41200       __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [21]
-----------------------------------------------
                0.00    0.00       2/5004        FeedForward::FeedForward(unsigned long, unsigned long) [18]
                0.00    0.00       2/5004        EncoderLayer::EncoderLayer(unsigned long, unsigned long, unsigned long) [9]
                0.00    0.00    5000/5004        MultiHeadAttention::forward(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&) [3]
[27]     0.1    0.00    0.00    5004         std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> >&&) [27]
                0.00    0.00    5004/10331       std::remove_reference<std::vector<double, std::allocator<double> >&>::type&& std::move<std::vector<double, std::allocator<double> >&>(std::vector<double, std::allocator<double> >&) [23]
                0.00    0.00    5004/5004        std::vector<double, std::allocator<double> >::_M_move_assign(std::vector<double, std::allocator<double> >&&, std::integral_constant<bool, true>) [107]
-----------------------------------------------
                0.00    0.00       2/2           EncoderLayer::forward(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&) [2]
[28]     0.1    0.00    0.00       2         layer_norm(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, float) [28]
                0.00    0.00  200400/2393600     bool __gnu_cxx::operator!=<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [24]
                0.00    0.00  200000/2873000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [20]
                0.00    0.00  400000/718136000     std::vector<double, std::allocator<double> >::operator[](unsigned long) [6]
                0.00    0.00     400/20600       std::vector<double, std::allocator<double> >::begin() [15]
                0.00    0.00  200402/717675872     std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::operator[](unsigned long) [5]
                0.00    0.00       2/172         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::vector(unsigned long, std::vector<double, std::allocator<double> > const&, std::allocator<std::vector<double, std::allocator<double> > > const&) [17]
                0.00    0.00     400/20600       std::vector<double, std::allocator<double> >::end() [26]
                0.00    0.00  200000/2378000     __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator++() [49]
                0.00    0.00       2/5449        std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::size() const [104]
                0.00    0.00       2/379454      std::vector<double, std::allocator<double> >::size() const [50]
                0.00    0.00       2/276         std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [136]
                0.00    0.00       2/56192       std::vector<double, std::allocator<double> >::~vector() [65]
                0.00    0.00       2/92429       std::__new_allocator<double>::~__new_allocator() [54]
                0.00    0.00       2/989         std::__new_allocator<std::vector<double, std::allocator<double> > >::~__new_allocator() [111]
-----------------------------------------------
                0.00    0.00       2/2           EncoderLayer::forward(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&) [2]
[29]     0.0    0.00    0.00       2         add_vectors(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&) [29]
                0.00    0.00  400202/717675872     std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::operator[](unsigned long) [5]
                0.00    0.00  300000/718136000     std::vector<double, std::allocator<double> >::operator[](unsigned long) [6]
                0.00    0.00       2/172         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::vector(unsigned long, std::vector<double, std::allocator<double> > const&, std::allocator<std::vector<double, std::allocator<double> > > const&) [17]
                0.00    0.00  100202/379454      std::vector<double, std::allocator<double> >::size() const [50]
                0.00    0.00     204/5449        std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::size() const [104]
                0.00    0.00       2/276         std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [136]
                0.00    0.00       2/56192       std::vector<double, std::allocator<double> >::~vector() [65]
                0.00    0.00       2/92429       std::__new_allocator<double>::~__new_allocator() [54]
                0.00    0.00       2/989         std::__new_allocator<std::vector<double, std::allocator<double> > >::~__new_allocator() [111]
-----------------------------------------------
                0.00    0.00       3/3           MultiHeadAttention::forward(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&) [3]
[30]     0.0    0.00    0.00       3         split_heads(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, unsigned long, unsigned long) [30]
                0.00    0.00  300003/717675872     std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::operator[](unsigned long) [5]
                0.00    0.00  300000/718136000     std::vector<double, std::allocator<double> >::operator[](unsigned long) [6]
                0.00    0.00       3/172         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::vector(unsigned long, std::vector<double, std::allocator<double> > const&, std::allocator<std::vector<double, std::allocator<double> > > const&) [17]
                0.00    0.00       3/5449        std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::size() const [104]
                0.00    0.00       3/379454      std::vector<double, std::allocator<double> >::size() const [50]
                0.00    0.00       3/276         std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [136]
                0.00    0.00       3/92429       std::__new_allocator<double>::~__new_allocator() [54]
                0.00    0.00       3/56192       std::vector<double, std::allocator<double> >::~vector() [65]
                0.00    0.00       3/989         std::__new_allocator<std::vector<double, std::allocator<double> > >::~__new_allocator() [111]
-----------------------------------------------
                0.00    0.00       2/2           FeedForward::forward(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&) [7]
[31]     0.0    0.00    0.00       2         add_bias(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, std::vector<double, std::allocator<double> >&) [31]
                0.00    0.00  356000/718136000     std::vector<double, std::allocator<double> >::operator[](unsigned long) [6]
                0.00    0.00       2/717675872     std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::operator[](unsigned long) [5]
                0.00    0.00  178204/379454      std::vector<double, std::allocator<double> >::size() const [50]
                0.00    0.00     202/10504       bool __gnu_cxx::operator!=<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > const&) [100]
                0.00    0.00     200/10500       __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >::operator*() const [101]
                0.00    0.00     200/10400       __gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >::operator++() [102]
                0.00    0.00       2/112         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::begin() [158]
                0.00    0.00       2/212         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::end() [148]
-----------------------------------------------
                0.00    0.00       1/1           MultiHeadAttention::forward(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&) [3]
[32]     0.0    0.00    0.00       1         concatenate_heads(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, unsigned long, unsigned long, unsigned long) [32]
                0.00    0.00  100000/717675872     std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::operator[](unsigned long) [5]
                0.00    0.00  100000/718136000     std::vector<double, std::allocator<double> >::operator[](unsigned long) [6]
                0.00    0.00       1/172         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::vector(unsigned long, std::vector<double, std::allocator<double> > const&, std::allocator<std::vector<double, std::allocator<double> > > const&) [17]
                0.00    0.00       1/276         std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [136]
                0.00    0.00       1/56192       std::vector<double, std::allocator<double> >::~vector() [65]
                0.00    0.00       1/989         std::__new_allocator<std::vector<double, std::allocator<double> > >::~__new_allocator() [111]
                0.00    0.00       1/92429       std::__new_allocator<double>::~__new_allocator() [54]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[33]     0.0    0.00    0.00       1         read_data(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long, unsigned long) [33]
                0.00    0.00     100/100         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::push_back(std::vector<double, std::allocator<double> >&&) [35]
                0.00    0.00     100/10331       std::remove_reference<std::vector<double, std::allocator<double> >&>::type&& std::move<std::vector<double, std::allocator<double> >&>(std::vector<double, std::allocator<double> >&) [23]
                0.00    0.00   50000/718136000     std::vector<double, std::allocator<double> >::operator[](unsigned long) [6]
                0.00    0.00     100/100         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [161]
                0.00    0.00     100/276         std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [136]
                0.00    0.00     100/92429       std::__new_allocator<double>::~__new_allocator() [54]
                0.00    0.00     100/379454      std::vector<double, std::allocator<double> >::size() const [50]
                0.00    0.00     100/56192       std::vector<double, std::allocator<double> >::~vector() [65]
                0.00    0.00       1/7           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::vector() [173]
                0.00    0.00       1/1           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::vector(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&&) [196]
                0.00    0.00       1/337         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~vector() [123]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[34]     0.0    0.00    0.00       1         get_positional_encoding(unsigned long, unsigned long) [34]
                0.00    0.00       1/172         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::vector(unsigned long, std::vector<double, std::allocator<double> > const&, std::allocator<std::vector<double, std::allocator<double> > > const&) [17]
                0.00    0.00   50000/717675872     std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::operator[](unsigned long) [5]
                0.00    0.00   50000/718136000     std::vector<double, std::allocator<double> >::operator[](unsigned long) [6]
                0.00    0.00   50000/50000       __gnu_cxx::__promote_2<decltype (((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))+((__gnu_cxx::__promote_2<double, std::__is_integer<double>::__value>::__type)(0))), std::__is_integer<decltype (((__gnu_cxx::__promote_2<int, std::__is_integer<int>::__value>::__type)(0))+((__gnu_cxx::__promote_2<double, std::__is_integer<double>::__value>::__type)(0)))>::__value>::__type std::pow<int, double>(int, double) [68]
                0.00    0.00       1/276         std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [136]
                0.00    0.00       1/92429       std::__new_allocator<double>::~__new_allocator() [54]
                0.00    0.00       1/56192       std::vector<double, std::allocator<double> >::~vector() [65]
                0.00    0.00       1/989         std::__new_allocator<std::vector<double, std::allocator<double> > >::~__new_allocator() [111]
-----------------------------------------------
                0.00    0.00     100/100         read_data(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned long, unsigned long) [33]
[35]     0.0    0.00    0.00     100         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::push_back(std::vector<double, std::allocator<double> >&&) [35]
                0.00    0.00     100/100         std::vector<double, std::allocator<double> >& std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::emplace_back<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&&) [37]
                0.00    0.00     100/10331       std::remove_reference<std::vector<double, std::allocator<double> >&>::type&& std::move<std::vector<double, std::allocator<double> >&>(std::vector<double, std::allocator<double> >&) [23]
-----------------------------------------------
                0.00    0.00     127/127         std::vector<double, std::allocator<double> >* std::__relocate_a_1<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [40]
[36]     0.0    0.00    0.00     127         void std::__relocate_object_a<std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [36]
                0.00    0.00     127/10331       std::remove_reference<std::vector<double, std::allocator<double> >&>::type&& std::move<std::vector<double, std::allocator<double> >&>(std::vector<double, std::allocator<double> >&) [23]
                0.00    0.00     254/562         std::vector<double, std::allocator<double> >&& std::forward<std::vector<double, std::allocator<double> > >(std::remove_reference<std::vector<double, std::allocator<double> > >::type&) [114]
                0.00    0.00     127/50807       operator new(unsigned long, void*) [66]
                0.00    0.00     127/227         std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> >&&) [147]
                0.00    0.00     127/101641      std::vector<double, std::allocator<double> >* std::__addressof<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&) [53]
                0.00    0.00     127/56192       std::vector<double, std::allocator<double> >::~vector() [65]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::push_back(std::vector<double, std::allocator<double> >&&) [35]
[37]     0.0    0.00    0.00     100         std::vector<double, std::allocator<double> >& std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::emplace_back<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&&) [37]
                0.00    0.00       8/8           void std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_realloc_insert<std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> >&&) [41]
                0.00    0.00     284/562         std::vector<double, std::allocator<double> >&& std::forward<std::vector<double, std::allocator<double> > >(std::remove_reference<std::vector<double, std::allocator<double> > >::type&) [114]
                0.00    0.00     100/100         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::back() [160]
                0.00    0.00      92/50807       operator new(unsigned long, void*) [66]
                0.00    0.00      92/227         std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> >&&) [147]
                0.00    0.00       8/212         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::end() [148]
-----------------------------------------------
                0.00    0.00      16/16          void std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_realloc_insert<std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, std::vector<double, std::allocator<double> >&&) [41]
[38]     0.0    0.00    0.00      16         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_S_relocate(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [38]
                0.00    0.00      16/16          std::vector<double, std::allocator<double> >* std::__relocate_a<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [39]
-----------------------------------------------
                0.00    0.00      16/16          std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_S_relocate(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [38]
[39]     0.0    0.00    0.00      16         std::vector<double, std::allocator<double> >* std::__relocate_a<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [39]
                0.00    0.00      16/16          std::vector<double, std::allocator<double> >* std::__relocate_a_1<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [40]
